Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,12.660000,12.970000,11.890000,11.890000,7.201236,0
2000-02-01,12.050000,12.890000,12.050000,12.310000,7.455612,0
2000-03-01,12.470000,12.910000,12.190000,12.190000,7.382933,0
2000-04-01,12.010000,12.210000,10.720000,11.280000,6.831786,0
2000-05-01,11.280000,11.340000,10.150000,10.680000,6.468393,0
2000-06-01,10.890000,11.350000,10.890000,11.340000,6.868121,0
2000-07-01,11.600000,11.660000,10.700000,10.760000,6.516844,0
2000-08-01,10.800000,11.090000,10.670000,10.930000,6.619806,0
2000-09-01,11.020000,11.020000,9.950000,10.250000,6.207964,0
2000-10-01,10.150000,10.150000,9.150000,9.470000,5.735550,0
2000-11-01,9.670000,9.770000,8.530000,8.530000,5.166233,0
2000-12-01,8.570000,9.340000,8.560000,8.840000,5.353989,0
2001-01-01,8.820000,9.880000,8.820000,9.880000,6.125596,0
2001-02-01,9.860000,9.860000,9.020000,9.020000,5.592400,0
2001-03-01,9.090000,9.240000,8.040000,8.070000,5.003397,0
2001-04-01,7.950000,8.820000,7.740000,8.820000,5.468394,0
2001-05-01,8.860000,9.200000,8.620000,8.960000,5.555196,0
2001-06-01,8.910000,9.020000,8.580000,8.760000,5.431195,0
2001-07-01,8.800000,8.800000,8.020000,8.170000,5.065393,0
2001-08-01,8.250000,8.360000,8.060000,8.090000,5.015793,0
2001-09-01,8.040000,8.040000,6.640000,6.830000,4.234597,0
2001-10-01,6.800000,7.400000,6.770000,7.280000,4.513597,0
2001-11-01,7.320000,8.230000,7.320000,7.960000,4.935195,0
2001-12-01,8.070000,8.580000,8.070000,8.370000,5.189395,0
2002-01-01,8.520000,8.880000,8.380000,8.610000,5.470493,0
2002-02-01,8.600000,8.910000,8.510000,8.840000,5.616628,0
2002-03-01,8.950000,9.240000,8.950000,9.240000,5.870774,0
2002-04-01,9.220000,9.650000,9.210000,9.270000,5.889837,0
2002-05-01,9.330000,9.500000,9.100000,9.230000,5.864418,0
2002-06-01,9.260000,9.260000,8.210000,8.470000,5.381541,0
2002-07-01,8.420000,8.730000,7.680000,7.750000,4.924079,0
2002-08-01,7.670000,7.940000,7.340000,7.860000,4.993971,0
2002-09-01,7.610000,7.840000,7.020000,7.020000,4.460261,0
2002-10-01,7.120000,7.500000,6.720000,7.480000,4.752532,0
2002-11-01,7.480000,7.960000,7.480000,7.960000,5.057505,0
2002-12-01,8.090000,8.120000,7.630000,7.630000,4.847836,0
2003-01-01,7.730000,8.100000,7.600000,7.640000,4.929938,0
2003-02-01,7.680000,7.680000,7.290000,7.350000,4.742807,0
2003-03-01,7.440000,7.520000,7.060000,7.200000,4.646017,0
2003-04-01,7.260000,7.890000,7.260000,7.830000,5.079531,0
2003-05-01,7.830000,8.330000,7.830000,8.330000,5.429652,0
2003-06-01,8.470000,8.970000,8.430000,8.820000,5.775421,0
2003-07-01,8.930000,9.510000,8.930000,9.440000,6.206680,0
2003-08-01,9.460000,10.040000,9.290000,10.040000,6.627226,0
2003-09-01,10.140000,10.330000,10.100000,10.120000,6.705016,0
2003-10-01,10.230000,11.080000,10.230000,11.040000,7.340732,0
2003-11-01,11.220000,11.280000,10.840000,11.160000,7.445387,0
2003-12-01,11.410000,11.850000,11.330000,11.850000,7.931631,0
2004-01-01,12.170000,12.630000,12.170000,12.220000,8.204963,0
2004-02-01,12.210000,12.950000,12.120000,12.730000,8.573253,0
2004-03-01,12.940000,13.030000,12.280000,12.780000,8.630235,0
2004-04-01,12.890000,13.210000,11.770000,11.770000,7.970909,0
2004-05-01,11.750000,11.960000,10.500000,11.670000,7.926284,0
2004-06-01,11.610000,11.690000,11.050000,11.660000,7.944812,0
2004-07-01,11.670000,11.670000,11.290000,11.450000,7.826160,0
2004-08-01,11.380000,11.920000,11.350000,11.920000,8.174076,0
2004-09-01,12.030000,12.670000,11.990000,12.590000,8.660449,0
2004-10-01,12.770000,13.060000,12.590000,12.880000,8.885466,0
2004-11-01,12.920000,14.190000,12.920000,14.190000,9.817483,0
2004-12-01,14.230000,14.680000,13.870000,14.680000,10.182512,0
2005-01-01,14.680000,14.680000,13.970000,14.660000,10.194510,0
2005-02-01,14.650000,15.960000,14.650000,15.960000,11.126955,0
2005-03-01,15.950000,15.990000,14.530000,14.890000,10.403247,0
2005-04-01,15.050000,15.130000,14.310000,14.460000,10.128275,0
2005-05-01,14.530000,15.040000,14.510000,14.950000,10.497882,0
2005-06-01,15.010000,15.650000,15.010000,15.450000,10.875739,0
2005-07-01,15.550000,16.500000,15.380000,16.500000,11.641169,0
2005-08-01,16.690001,17.180000,16.410000,16.660000,11.780471,0
2005-09-01,16.910000,18.100000,16.910000,18.100000,12.826850,0
2005-10-01,18.080000,18.080000,16.430000,16.910000,12.008219,0
2005-11-01,17.129999,18.290001,17.129999,18.260000,12.995025,0
2005-12-01,18.530001,19.260000,18.530001,19.070000,13.598337,0
2006-01-01,19.670000,21.260000,19.670000,21.260000,15.188555,0
2006-02-01,21.340000,21.340000,20.450001,20.950001,14.992620,0
2006-03-01,21.270000,21.320000,20.129999,21.200001,15.198001,0
2006-04-01,21.620001,22.790001,21.610001,22.719999,16.315500,0
2006-05-01,22.799999,23.850000,20.190001,20.280001,14.586466,0
2006-06-01,20.469999,20.680000,17.950001,20.240000,14.583644,0
2006-07-01,20.660000,20.660000,19.160000,20.480000,14.783278,0
2006-08-01,20.230000,21.270000,20.230000,20.889999,15.104921,0
2006-09-01,21.100000,21.350000,20.459999,21.049999,15.246067,0
2006-10-01,21.080000,22.180000,20.940001,22.049999,15.996850,0
2006-11-01,22.129999,23.690001,22.129999,23.690001,17.214275,0
2006-12-01,23.690001,24.280001,23.690001,24.270000,17.661915,0
2007-01-01,24.510000,24.570000,23.160000,24.129999,17.585386,0
2007-02-01,24.440001,25.270000,23.750000,23.820000,17.384014,0
2007-03-01,23.549999,24.799999,22.450001,24.799999,18.125933,0
2007-04-01,24.900000,26.540001,24.900000,25.850000,18.919340,0
2007-05-01,25.920000,27.389999,25.920000,27.389999,20.072472,0
2007-06-01,27.910000,28.920000,27.139999,28.620001,21.000149,0
2007-07-01,29.219999,31.549999,29.219999,29.860001,21.936073,0
2007-08-01,29.350000,29.830000,26.020000,29.570000,21.747786,0
2007-09-01,29.950001,32.830002,29.280001,32.750000,24.115026,0
2007-10-01,33.560001,36.779999,33.439999,36.779999,27.110542,0
2007-11-01,35.470001,35.790001,31.910000,33.840000,24.966974,0
2007-12-01,33.779999,35.310001,31.889999,33.119999,24.460577,0
2008-01-01,32.779999,32.990002,28.660000,29.450001,21.772390,0
2008-02-01,30.200001,31.930000,28.889999,30.820000,22.811819,0
2008-03-01,30.830000,30.830000,27.940001,29.650000,21.969341,0
2008-04-01,30.500000,32.070000,30.500000,32.049999,23.775055,0
2008-05-01,32.310001,33.599998,32.000000,32.630001,24.231398,0
2008-06-01,32.419998,32.419998,29.219999,29.250000,21.744125,0
2008-07-01,28.900000,28.900000,27.379999,28.030001,20.860741,0
2008-08-01,27.860001,27.860001,25.559999,25.850000,19.261385,0
2008-09-01,25.100000,25.100000,20.209999,21.650000,16.152246,0
2008-10-01,21.510000,21.510000,12.300000,15.660000,11.703025,0
2008-11-01,15.930000,16.860001,12.110000,14.430000,10.807591,0
2008-12-01,13.410000,16.080000,13.410000,14.900000,11.185941,0
2009-01-01,15.490000,16.090000,13.170000,13.680000,10.292920,0
2009-02-01,13.560000,14.780000,12.850000,12.850000,9.691647,0
2009-03-01,12.150000,15.790000,12.150000,14.910000,11.272970,0
2009-04-01,15.390000,17.309999,15.390000,17.309999,13.115398,0
2009-05-01,17.480000,20.450001,17.480000,20.450001,15.522763,0
2009-06-01,21.230000,21.230000,19.080000,20.000000,15.203868,0
2009-07-01,20.360001,22.309999,19.330000,22.309999,16.985954,0
2009-08-01,22.980000,22.980000,21.530001,22.170000,16.903097,0
2009-09-01,21.900000,24.480000,21.900000,24.230000,18.499199,0
2009-10-01,23.790001,25.980000,23.740000,23.900000,18.270670,0
2009-11-01,24.090000,26.160000,24.070000,25.309999,19.371353,0
2009-12-01,25.990000,26.139999,25.240000,25.910000,19.853512,0
2010-01-01,26.620001,26.980000,24.280001,24.280001,18.625433,0
2010-02-01,24.690001,24.930000,23.299999,24.540001,18.824884,0
2010-03-01,24.969999,26.540001,24.969999,26.540001,20.359106,0
2010-04-01,27.080000,27.620001,26.400000,26.610001,20.412802,0
2010-05-01,26.700001,26.700001,22.950001,24.129999,18.510368,0
2010-06-01,23.760000,25.670000,23.350000,24.120001,18.502699,0
2010-07-01,24.090000,26.350000,24.090000,26.350000,20.213352,0
2010-08-01,27.030001,27.030001,25.540001,25.760000,19.760757,0
2010-09-01,26.490000,28.639999,26.490000,28.639999,21.970030,0
2010-10-01,28.969999,29.930000,28.969999,29.490000,22.622078,0
2010-11-01,29.840000,30.980000,28.690001,28.690001,22.008396,0
2010-12-01,29.510000,30.340000,29.510000,30.340000,23.274120,0
2011-01-01,30.740000,30.790001,29.430000,29.500000,22.964880,0
2011-02-01,29.930000,29.990000,28.680000,29.250000,22.770262,0
2011-03-01,29.070000,30.879999,28.610001,30.879999,24.039169,0
2011-04-01,31.379999,31.969999,30.680000,31.950001,24.872135,0
2011-05-01,31.889999,31.889999,29.530001,31.049999,24.171505,0
2011-06-01,30.639999,30.770000,29.290001,30.580000,23.805622,0
2011-07-01,30.990000,31.200001,29.879999,30.330000,23.611012,0
2011-08-01,30.469999,30.469999,25.620001,27.730000,21.586990,0
2011-09-01,27.670000,27.670000,23.180000,23.250000,18.099438,0
2011-10-01,22.430000,27.190001,22.430000,26.389999,20.543837,0
2011-11-01,25.770000,26.900000,23.510000,25.490000,19.843210,0
2011-12-01,25.760000,25.940001,23.770000,24.110001,18.768923,0
2012-01-01,24.760000,26.840000,24.389999,26.790001,21.329926,0
2012-02-01,27.209999,28.280001,27.209999,28.280001,22.516243,0
2012-03-01,28.440001,28.440001,27.200001,27.469999,21.871330,0
2012-04-01,27.690001,27.750000,26.559999,26.990000,21.489153,0
2012-05-01,27.090000,27.160000,23.840000,24.000000,19.108549,0
2012-06-01,23.480000,25.270000,23.480000,25.160000,20.032131,0
2012-07-01,25.200001,25.600000,24.200001,25.320000,20.159521,0
2012-08-01,25.420000,26.280001,25.139999,25.430000,20.247097,0
2012-09-01,25.330000,27.240000,25.170000,26.469999,21.075136,0
2012-10-01,26.590000,26.870001,26.170000,26.360001,21.236094,0
2012-11-01,26.709999,26.809999,25.760000,26.709999,21.518053,0
2012-12-01,26.650000,28.010000,26.650000,28.010000,22.565365,0
2013-01-01,28.559999,28.559999,28.040001,28.180000,22.913382,0
2013-02-01,28.420000,28.420000,27.370001,27.690001,22.514959,0
2013-03-01,27.730000,28.180000,26.830000,27.230000,22.140932,0
