Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,134.039993,135.009995,125.360001,128.520004,87.314980,0
2000-02-01,129.889999,132.899994,123.000000,126.070000,85.650490,0
2000-03-01,127.279999,141.029999,125.110001,138.080002,93.809959,0
2000-04-01,138.770004,139.770004,125.070000,133.929993,91.184456,0
2000-05-01,135.389999,135.389999,126.830002,131.199997,89.325783,0
2000-06-01,133.800003,137.289993,132.889999,134.149994,91.334259,0
2000-07-01,135.550003,139.399994,131.139999,132.149994,90.180931,0
2000-08-01,132.820007,140.330002,132.820007,140.330002,95.763054,0
2000-09-01,140.619995,140.619995,131.660004,132.589996,90.481163,0
2000-10-01,132.559998,132.610001,122.790001,132.020004,90.307823,0
2000-11-01,131.279999,132.309998,121.620003,121.620003,83.193726,0
2000-12-01,121.639999,127.720001,117.070000,121.860001,83.357918,0
2001-01-01,118.440002,126.879997,118.440002,126.180000,86.584473,0
2001-02-01,126.879997,126.879997,114.650002,114.650002,78.672577,0
2001-03-01,114.769997,116.989998,103.120003,107.070000,73.471207,0
2001-04-01,105.739998,115.750000,101.830002,115.389999,79.392410,0
2001-05-01,116.949997,121.360001,115.110001,116.139999,79.908463,0
2001-06-01,116.589996,118.709999,111.790001,113.019997,77.761780,0
2001-07-01,114.150002,114.150002,108.230003,111.889999,77.173103,0
2001-08-01,112.339996,112.800003,104.449997,104.870003,72.331276,0
2001-09-01,104.809998,104.809998,89.080002,96.040001,66.240997,0
2001-10-01,95.820000,101.980003,95.820000,97.860001,67.734131,0
2001-11-01,100.120003,106.980003,100.120003,105.349998,72.918381,0
2001-12-01,104.470001,108.250000,103.550003,105.889999,73.292145,0
2002-01-01,106.510002,108.160004,101.580002,104.330002,72.472893,0
2002-02-01,103.589996,103.589996,99.739998,102.309998,71.069733,0
2002-03-01,104.620003,108.239998,104.400002,105.849998,73.528778,0
2002-04-01,105.769997,105.769997,98.360001,99.419998,69.250397,0
2002-05-01,100.309998,102.290001,96.910004,98.669998,68.727936,0
2002-06-01,96.220001,97.110001,89.820000,91.330002,63.615334,0
2002-07-01,89.370003,91.279999,73.730003,84.279999,58.894489,0
2002-08-01,81.800003,89.120003,77.169998,84.830002,59.278816,0
2002-09-01,81.309998,84.269997,75.260002,75.260002,52.591335,0
2002-10-01,78.269997,83.120003,71.750000,81.870003,57.464088,0
2002-11-01,83.269997,86.910004,81.019997,86.910004,61.001633,0
2002-12-01,86.519997,86.519997,80.730003,81.150002,56.958725,0
2003-01-01,83.860001,85.980003,77.989998,79.019997,55.747688,0
2003-02-01,79.440002,79.440002,75.559998,77.820000,54.901073,0
2003-03-01,77.239998,82.959999,74.120003,78.269997,55.218552,0
2003-04-01,79.250000,84.900002,79.250000,84.730003,59.999741,0
2003-05-01,84.690002,89.190002,84.690002,89.190002,63.157974,0
2003-06-01,89.510002,93.709999,89.510002,90.019997,63.745708,0
2003-07-01,90.750000,93.139999,90.480003,91.589996,65.069321,0
2003-08-01,90.650002,93.360001,89.290001,93.360001,66.326828,0
2003-09-01,94.660004,96.360001,92.000000,92.000000,65.360626,0
